rating,title,date,body,verified,name
5.0 out of 5 stars,Kitty Palace,"Reviewed in the United States on September 26, 2021",Love this Kitty house! I have two large cats and they both have plenty of space should be comfortable they love it and spend quite a bit of time on it. I'm so glad I made this purchase,true,Laura Stephens
4.0 out of 5 stars,Great for bird watching,"Reviewed in the United States on September 23, 2021","The cats love this perch for watching squirrels, chipmunks and birds in the front yard.",true,Louise
4.0 out of 5 stars,Reference the photo and not the diagram on instruction booklet.,"Reviewed in the United States on September 21, 2021",No Media,true,A. Gonzalez
5.0 out of 5 stars,my kitty approves,"Reviewed in the United States on September 20, 2021","Easy to put together, came with extra screws and washers which is nice incase you look one. My cat loves it !",true,kestel
3.0 out of 5 stars,Hard to assemble,"Reviewed in the United States on September 20, 2021","I wasn’t able to get all of the posts tightened, so one of the platforms is wobbly. My cats use it, but I wonder how long it will last.",true,BuffyO
4.0 out of 5 stars,Good tower,"Reviewed in the United States on September 19, 2021","Is the second Amazon basics tower we have purchased. The last one was a little simpler, but it seemed more sturdy. Having the tower gives our cat something to scratch on so he does not scratch on other things like the carpet or the furniture. I wish this tower was made as well as the last one we had but it just simply is not. In the end it's pretty good but just not great.",true,TBiggs
3.0 out of 5 stars,Not for bigger cats,"Reviewed in the United States on September 18, 2021","I originally got this for my smaller 8 pound cat, but while this was being shipped to my home, I adopted another 10 pound cat. He's a solid kitty. The stairs would suffice for my smaller cat, but the stairs seem unsteady when my bigger cat is on them. The bed area also feels like cardboard wrapped in the faux fur material, so not very sturdy. For the price, I'd put my money towards something more sturdy if you have a larger cat.",true,PeachyPerson
1.0 out of 5 stars,"Cheap, don't buy!","Reviewed in the United States on September 18, 2021",I bought this may 31st and  Within 2 months it was all broken.. Very cheap not sturdy do not buy this . The return window was so short I can't even get my money back less than 30 days. I'm a little disappointed with you Amazon.,true,Raul  Hernandez
5.0 out of 5 stars,Awesome place for my cat to hang out!,"Reviewed in the United States on September 18, 2021",Very sturdy.,true,Lori Graham
4.0 out of 5 stars,For smaller ish medium cats and kittens,"Reviewed in the United States on September 17, 2021","super soft and pretty good quality. A older cat ( over like 10-14 pounds) wouldn’t be very comfortable bc the platforms and beds are slightly on the smaller side , to me. If you have crazy or medium sized cats on it out it up by the wall so the won’t fall off or rip it tryna hang on .",true,Kristin Miller
4.0 out of 5 stars,Waste of money unless you have active pets.,"Reviewed in the United States on September 17, 2021",It’s cute. My cats (boy & girl) don’t like it though.,true,Amaz(o)ng Customer⭐️
4.0 out of 5 stars,Not as overwhelming as our previous kitty skyscraper...,"Reviewed in the United States on September 16, 2021","This is a very nicely designed cat abode. The instructions, such as they are, could have been clearer, but we are all used to those IKEA-like stick picture guides.  My two boys have not quite taken to it yet but they might just be expressing their displeasure with the downsizing as their previous cat tree was a bit overwhelming for our space.  My main complaint is that the ""X-large size"" claim, which I assume was meant to describe the condo, is smaller than I'd expected and my big-boned 15-pounder can barely squeeze in; luckily, most felines enjoy being in close quarters. So I'd say that this is not perfect but is very good, especially for the price.",true,Catabolist
5.0 out of 5 stars,Kitty Heaven,"Reviewed in the United States on September 14, 2021",my kitten is obsessed with this thing! amazing!,true,Taylor Bean
2.0 out of 5 stars,My cat loves this!!!!! But it became a hazard,"Reviewed in the United States on September 14, 2021","Maybe a little wobbly, but the perches loosen and can be retightened … to point. This is the third time the lower perch just popped off. I ‘ve tried to reglue twice. Its design is clearly flawed. My cat loves this condo. Uses it to sleep, scratch and even eat in the little hutch. I can’t afford to replace it or with anything like it. Surely this should last longer than a few monthsSo disappointing.",true,I. Robinson
1.0 out of 5 stars,Not stable!,"Reviewed in the United States on September 13, 2021",We've had it up abt six weeks and it's already shaking like a leaf during a hurricane. Super hard to assemble! Do not recommend!,true,S. Breen
3.0 out of 5 stars,Unstable,"Reviewed in the United States on September 13, 2021","I liked the price, the size, the color. Unfortunately it is not stable and and tipped over three times. I’ve added some weights to the bottom to help stabilize it. I’ve got a different tall tower that is completely stable so that is not a function of height but of design and materials.",true,Maureen M Okasinski
1.0 out of 5 stars,Fell apart in 2 months,"Reviewed in the United States on September 10, 2021",My cats loved it but only lasted 2 moths. It turned out the posts were attached to the terminal piece with some tiny staples. So I got some 90 angles from HD and reattached them.,true,Dylan
3.0 out of 5 stars,"Cat's love it, but platforms are flimsy","Reviewed in the United States on September 10, 2021","Fairly easy to set up by one person and no extra tools needed, and while it is large, it fits nicely in a one bedroom apartment. My cats love this tree stand and are on it almost 80% of the time, but unfortunately the platforms are very unstable. The tallest one would lean to one side from the time we set it up, and after 4 months it has completely separated from the base and fallen off --- while my cat was lying on it too. I would likely not purchase again and look for a tall cat stand with more sturdiness.",true,Courtney Edgecomb
5.0 out of 5 stars,OK,"Reviewed in the United States on September 8, 2021",complicated to build but Managed coralline loves it (my kitty ) I put it in front of a window and she love sunbathing lol,true,jennifer v.
1.0 out of 5 stars,Cheap & Wobbly,"Reviewed in the United States on September 6, 2021","What is not said in the description is that you are supposed to ANCHOR it to the wall!  Our cat is only 12 pounds. Every time she jumps on it, it wobbles back and forth.  Take a pass on this cat tree.",true,Elf Person
1.0 out of 5 stars,Disappointing,"Reviewed in the United States on September 6, 2021","This review is for Amazon Basics Cat Tree with Platform, Scratching Posts, X-Large SizeWe have two cats one 10 pounds and the other about 11.5 pounds.  This ""Cat "" tree is more for kittens, not even for smaller cats like we have.  Both cats do not seem happy with their new tree because the cube is too small for a full sized cat and both circular platforms are too small for a a cat their size to get comfortable and lay down unless they curl up in a ball.",true,Anthony P
5.0 out of 5 stars,Very sturdy,"Reviewed in the United States on September 5, 2021",Loved this so well I ordered one for my daughter,true,Lori Giles
3.0 out of 5 stars,Best $60 Ive ever spent......(changed my mind),"Reviewed in the United States on September 4, 2021","My kitty LOVES this cat tree. She's on it most of the day. Putting it together was easy except the stairs were a little tricky. Its sturdy for one cat or maybe a bunch of kittens. Two full grown cats playing will probably move it. I'm happy with my purchase. Keeps more fur on the tree instead of my furniture.UPDATED 4/8/22I think this cat tree should have lasted longer than 8 months. It is now garbage. My cat is not rough on it at all, in fact she's is declawed (before I adopted her). The lower platform cannot be tightened any further and its so loose I was afraid she would fall off, so now I need to replace it. I do not recommend it any more. Very disappointed.",true,deevee
4.0 out of 5 stars,Good for a year,"Reviewed in the United States on September 4, 2021","I bought this for my cat in June 2020 and it has lasted until Sep 2021. After about a year it started to lean and joints became loose. Now when my cat jumps on it or sleeps on the top tier, It leans dramatically and sometimes she falls off when she rolls over (she lands on her feet so don't worry) I tried to tighten them but there was no use. My cat LOVED this tree, probably why it's falling apart now.I'm probably not going to buy again because I wished it lasted longer/was sturdier, especially because I replaced the sisal rope just a few months ago. BUT I am going to keep this in the back of my mind incase my cat hates the new tree I get her. She was obsessed.",true,Sara
5.0 out of 5 stars,"Nice cat tower, priced way better than box stores.","Reviewed in the United States on September 4, 2021","Got this because it was marketed as accomodating to overweight cats. Fairly easy to assemble, took me 30 minutes with my teenager helping. The cat has ignored it so far but when I put her on it I can tell it's stable.",true,Christie
1.0 out of 5 stars,Pole is tilted in less than 2 months,"Reviewed in the United States on September 2, 2021",Terrible! It’s been less than two months and my cat already seems to be sleeping on the Pisa tower. Not sturdy at all.,true,Gabriel Agostini
1.0 out of 5 stars,"Falls apart , multiple shipments, not buying again","Reviewed in the United States on September 2, 2021",1 hr already coming apart,true,Alyssa
5.0 out of 5 stars,Super nice!,"Reviewed in the United States on August 31, 2021",Very nice and sturdy. My cats immediately jumped on it and they have been hanging out all day on their new tree. Perfect for corners since it is an angled tree. One of my cats weighs 13lbs and he can fit comfortably,true,Christina
5.0 out of 5 stars,"Pretty, easy, and she likes it.","Reviewed in the United States on August 31, 2021",,true,Laina Carney
2.0 out of 5 stars,Fell apart after a week of use,"Reviewed in the United States on August 29, 2021","If you have cats that play hard don’t get this tree. The two top spots broke off after a little over a week of zoomies with my cats. The base of the poles literally snapped, cheap cardboard material.",true,T. Dougher
5.0 out of 5 stars,Cats love it,"Reviewed in the United States on August 28, 2021",But most importantly they stopped scratching my furniture once we got this. Hooray!,true,Kellwest
5.0 out of 5 stars,Cat loves it,"Reviewed in the United States on August 27, 2021",The cat loves it. She is a small cat so it works perfectly for her. It would not be very sturdy for a large cat.,true,1ruger4570
5.0 out of 5 stars,good product....cats love it,"Reviewed in the United States on August 26, 2021",not a dislike to say. My cats are big and when they jump on top of it it sways a little as to expected....made well....worth the price,true,Mark D. Wolfe
4.0 out of 5 stars,Looks good,"Reviewed in the United States on August 25, 2021",Overall its a decent cat tree and very cute. The instructions that come with it suck but you can figure it out pretty easily. It was a tad wobbly but should be fine for a cat as long as it's against a wall.,true,Janna
2.0 out of 5 stars,Extremely taxing to try and assemble.,"Reviewed in the United States on August 25, 2021","Very difficult to put together, especially with a few parts missing. Had to return it.",true,Sandra
1.0 out of 5 stars,Broke after 3 months,"Reviewed in the United States on August 24, 2021",No Media,true,Elizabeth Isabell
1.0 out of 5 stars,"Seems ok at first, extremely flimsy with small cats, doesn’t last","Reviewed in the United States on August 24, 2021","This cat tree was ok for a month or so. One of the parts for extremely flimsy, you couldn’t tighten it, and it ultimately fell off and couldn’t be repaired. Our two cats are not large and it still broke. Would not recommend. Also, the ladder came broken at the end when it first arrived. Poor quality.",true,Caitlin
3.0 out of 5 stars,Cheapy but okay,"Reviewed in the United States on August 22, 2021",Decent for a cheapy,true,Kane
5.0 out of 5 stars,My cats love it! Highly recommend!!,"Reviewed in the United States on August 21, 2021",No Media,true,Jessie
3.0 out of 5 stars,Poor quality.,"Reviewed in the United States on August 20, 2021","Covering is very thin, making it hard for cat to grip and pull themselves up. My cat slipped and nearly fell. Now she is leery of climbing up it. Otherwise it is ok. The design is great, but the materials used are very inferior quality!!!",true,Shop Girl
5.0 out of 5 stars,Does not hold.,"Reviewed in the United States on August 20, 2021","My cat loves this! Loves! The only problem is 3 months down the line one of the pillars broke off. Nothing was holding it but glue, and that scares me. My cat jumps on and off this thing, and all that's holding it and him is some glue.  I don't think so.I'm really upset, and dissatisfied with this product. If you care for your cats safety don't buy it.",true,SirDerpingt0n
5.0 out of 5 stars,"Worth it, even for a big fluffy guy.","Reviewed in the United States on August 19, 2021","This was a good find that enabled a fun way for my 17lb big boned fluffy cat to get up to his favorite spot on top of my tall dresser. With mine being so close to the wall I don't worry so much about it falling over but there was a bag of hardware to secure it I believe. I've had this for a month I'd say and its holding up great for my cats scratch time. Even though my cat looks ""too big"" he enjoys napping in the top tier bed and on the second tallest step.",true,E Marie
2.0 out of 5 stars,not sturdy,"Reviewed in the United States on August 19, 2021",No Media,true,Jamie
1.0 out of 5 stars,Just really sad,"Reviewed in the United States on August 17, 2021","I just bought this , im disabled and on ssi for income , im not rich . Wanted to treat my cat to something nice . It took me 2 days to put it together on my own. My cat is not overweight or rough. And tonight the right post with the bed on top just went timber with her asleep in it. Of course the return date passed 6 days ago . Mad/sad.",true,Lori B
1.0 out of 5 stars,Easy to put together not sturdy,"Reviewed in the United States on August 17, 2021",Always afraid it's going to fall over when my 2 year old cat gets the zoomies and hops on it. Some weights on the bottom would solve the problem but I'm not buying any.,true,Travel
2.0 out of 5 stars,Not safe,"Reviewed in the United States on August 16, 2021","This was a decent cat tree…until a platform snapped off. I’m lucky the cats weren’t injured. My cats are not large (8 and 10 pounds), and it broke after less than 6 months of use. While Amazon did offer me a refund, having to take this apart to be able to send it back is not realistic. I’m disappointed.",true,theorangecat
5.0 out of 5 stars,Great Value,"Reviewed in the United States on August 15, 2021","Well made, fun piece with many features to keep your fury one entertained and relaxed.  Good Quality with the right amount of weight to make it sturdy.  I Recommend you check the measurements and make sure it is the right size for you.",true,Lizzo Blizzo
2.0 out of 5 stars,Broke after a month of having it,"Reviewed in the United States on August 14, 2021",I have a four month old kitten and within a month the shorter platform began to lean to the point where my cat could not use it. It is as tight as possible but still wobbles so much that it can’t be used. UPDATE: within a few months it completely snapped.,true,Taylor Gabrovic
5.0 out of 5 stars,Perfect Cat Perch,"Reviewed in the United States on August 14, 2021","It is easy to assemble and is Perfect  Height.  It fits for my big old cat as well as my young  active cat.  I highly recommend, as the price is right and the quality is super.",true,lynne Sommers
5.0 out of 5 stars,Cat cozy condo,"Reviewed in the United States on August 14, 2021",Easy install.  Big cats fit comfortably,true,Jona
5.0 out of 5 stars,5 months in and it has already come apart,"Reviewed in the United States on August 13, 2021","I bought this cat tower for my two kittens and they weigh around 5- 7 pounds each since April when we purchased to now Aug.  It went together very easy. My kittens love it! the second platform has already come off. It started with a lean and then slowly got worse and worse. I couldn't tighten it down and I did try to glue it. Since its already coming apart so fast, I wouldn't recommend. Looking for a different cat tower that is sturdy. Disappointed this was such a huge fail.",true,K Young
2.0 out of 5 stars,Falls apart,"Reviewed in the United States on August 10, 2021","We ordered one on Amazon prime day, after a few uses the top cat bed fell off, Amazon replaced it and now it’s happening again! And it’s my kitten who uses it! Very poorly made.Update…..after Amazon replaced the first broken one the second one fell apart as well. This item is very, very poorly made. Very disappointed.",true,Lisa G.
5.0 out of 5 stars,Affordable and easy to assemble,"Reviewed in the United States on August 9, 2021",Most of the cat trees at the pet stores comparable to this one are upwards of $130-150. This is well made and has stable platforms to perch on and get to the bed at the top. My daughter bought one too and we are both happy. So are the cats!,true,Amazon Customer Sandra
4.0 out of 5 stars,Good construction!!,"Reviewed in the United States on August 7, 2021",Lilly the cat really likes it!!!,true,tony nanci
5.0 out of 5 stars,Oversized cat tower is purrfect for our two large cats.,"Reviewed in the United States on August 7, 2021",I was excited to find a cat tower that was large enough for our 6 year old tuxedo cats. The center hide space is a little small but both openings are close enough for them to crawl inside one way and come out the other! Nice color too!,true,Debra Williams
1.0 out of 5 stars,Cheaply constructed.,"Reviewed in the United States on August 7, 2021","Cheaply made, very unstable.",true,Debra Kennedy
