,Name,Title,Body,Stars,Time,Vine Voice
5564,Sharon Connor,Milkbone treats,Dogs loved them,5.0,"Reviewed in the United States 🇺🇸 on January 24, 2023",
5565,Maree,My Dogs Like Them!,My Pitties enjoy them and they are budget friendly...,4.0,"Reviewed in the United States 🇺🇸 on January 12, 2023",
5566,ElCamino Gal,My dog loves them,Milk bone has always been a good product.,4.0,"Reviewed in the United States 🇺🇸 on January 10, 2023",
5567,Honey Bear,She loves them,My dog loves these,5.0,"Reviewed in the United States 🇺🇸 on January 18, 2023",
5568,J Null,Love getting treats for my special dogs,Product came on time and as promised,5.0,"Reviewed in the United States 🇺🇸 on January 16, 2023",
5569,Jeimy Teran,Excelente snack para los perritos,A mi Golden le encantaron. Definitivamente las volvería a comprar,5.0,"Reviewed in the United States 🇺🇸 on January 13, 2023",
5570,Mark 5,Great doggie treat !,"Kira our border collie mix loves them , I also gave them to Lady our Chow mix, she also loved them ! I buy the large ones and break them into 3 pieces and hide them around the living room for Kira , it keeps her entertained . She looks forward to it every night after her dinner ! ( breaking them into 3 keeps her from putting on too much weight )Its a fun little game we play !",5.0,"Reviewed in the United States on December 4, 2022",
5571,Greg W.,My fur babies love them,The box comes sealed! Smelt very fresh. My pups love them good for 25-55lb dogs!!,5.0,"Reviewed in the United States on January 10, 2023",
5572,Patty & Dave,Dogs are happy,"The box was smashed up, contents were fresh price is good.",5.0,"Reviewed in the United States on January 13, 2023",
5573,PenPen59,My boy loves them,"The media could not be loaded.
                



 My lil boy Stash loves this milk bone treat. He’s a pup and always bites on everything including me which is why I decided to get the large bones. He now drags his bone everywhere he goes and bites on that. I’m one happy unbitten mommy! Lol",5.0,"Reviewed in the United States on January 28, 2023",
5574,MICHAEL J MEDONIC,Good price for good biscuits,Good biscuits that dogs love. Good price.,5.0,"Reviewed in the United States on January 13, 2023",
5575,Marla,Great milk bones for our dogs,"Good price, fast shipping. Our big dogs always love these milkbones!",5.0,"Reviewed in the United States on January 10, 2023",
5576,Jim,Dogs love these,Dogs always wait excitedly for these treats,5.0,"Reviewed in the United States on January 13, 2023",
5577,Randy liss,Helps clean teeth,Everyday at 3pm I have a beggar wanting her milk bone 🍖,5.0,"Reviewed in the United States on January 6, 2023",
5578,Rebecca Jackson,Nice gift,My dog loved it,5.0,"Reviewed in the United States on January 15, 2023",
5579,Maggy,Great!,"For as many as you get, these are a steal! And my pup loves them",5.0,"Reviewed in the United States on January 7, 2023",
5580,Dorian,Great product!,"First of all, I gave this 5 stars for ""flavor"". I want to be clear, I didn't taste them (lol) but my pups seemed to LOVE them so I feel comfortable with the 5 stars. Also, I want to say that I really do like this product. The price is always good and my dogs love them. It's nice to have a little treat for them that I know is good quality when I'm too lazy to make my own treats. There's a reason that Milk Bone has been around forever. Always a fan!!!!",5.0,"Reviewed in the United States 🇺🇸 on November 26, 2022",
5581,Gaspar Cardona,Que la perrita se lo disfrute,Era para un regalito,5.0,"Reviewed in the United States 🇺🇸 on January 14, 2023",
5582,Bob,My dog is in heaven,My dog loves treats this box will keep her happy for a long time,5.0,"Reviewed in the United States 🇺🇸 on January 2, 2023",
5583,Guy,Wonderful Treat,My Standard Poodle loves these!!!,5.0,"Reviewed in the United States 🇺🇸 on January 10, 2023",
5584,Bubble,My Fur Babies love them,My Fur Babies love them. They must taste good because my fur-girls don't waste time eating them.,5.0,"Reviewed in the United States 🇺🇸 on January 1, 2023",
5585,Rivers' Edger,They're ok.,Dogs seem to love them.  Found cheaper at local Walmart!,5.0,"Reviewed in the United States 🇺🇸 on January 6, 2023",
5586,Jim Erickson,My dogs love them. Reward for going to kennel.,"Love the big box. These ate perfect for my 3 doberman, and my chihuahua eats the broken ones.",5.0,"Reviewed in the United States 🇺🇸 on December 30, 2022",
5587,John M Gorman,Dogs love it!,My hounds eat them up!,5.0,"Reviewed in the United States 🇺🇸 on January 11, 2023",
5588,Paula,"Mmmm tastes delicious, 2 paws up!","Doggo #1&2 gave it 2 paws up. Crunch was excellent. Taste must've been great as those treats were wolfed down on the spot. Fresh as fresh could be. Yummy biscuits, doggos always welcome more milkbone treats.",5.0,"Reviewed in the United States 🇺🇸 on December 20, 2022",
5589,Wilhermine Coriolan,Family pet.,"The dog loves it. He loves to eat, always hungry.",4.0,"Reviewed in the United States 🇺🇸 on December 28, 2022",
5590,pgmr,I haven't met a dog yet that will refuse a Milk Bone,"I bought the 10-lb. medium sized bones but they are good for large dogs, too.  All the dogs I offered them to have been very eager for more so I guess the smell and taste are great.  Amazon's review page asks for a rating for ""freshness"" and ""flavor"".  omg.  How can one tell if a hard-as-a-brick dog bone is fresh?  As for flavor, well, I won't go there.  I only wish that I could somehow close the box.  It will take a while to go through all these and there is no type of closure on the box.",4.0,"Reviewed in the United States 🇺🇸 on October 24, 2022",
5591,Tennis lovr,The Corolla/F150 of dog  biscuits-,"Pros-fab pkg n omg value, fast to SF, totally giftable, trusted name, my 2 mutts love ‘em!Cons-none; dunno on freshness (I didn’t try) nor flavor but judging by the drool pools I clean up every dang day from Sadie n Bandit?? I’d say it’s a hit!🏆🙌👍buy them!!",5.0,"Reviewed in the United States 🇺🇸 on December 8, 2022",VINE VOICE
5592,johnny J.,front DOOR  ONLY,front door ONLY,5.0,"Reviewed in the United States 🇺🇸 on January 9, 2023",
5593,bubbles,Boots loves her cookies,My dog loves these and she gets excited especially when they come in mail and believe me she can smell them in packaging,5.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
5594,B,Big box,Good value for money. Dogs love them.,5.0,"Reviewed in the United States 🇺🇸 on January 4, 2023",
5595,Dmiller,Milk bones  Large  size,The  milk bones  are  great for  my  dog  !  But The  bottom layer of  the  box  is  full of  busted  Biscuts  very  disappointed  Both me  and  my  dog  he  refuses  to eat the  busted  Biscuts  !  This  is  the  second  box  having the  same  problem  !,4.0,"Reviewed in the United States 🇺🇸 on October 31, 2022",
5596,salafina harrison,My dog love these treats,Thank you,5.0,"Reviewed in the United States 🇺🇸 on January 6, 2023",
5597,Shelly Adams ,My dogs love these,Awesome product,5.0,"Reviewed in the United States 🇺🇸 on January 3, 2023",
5598,Hannah,Good deal,good quality and had freshness,5.0,"Reviewed in the United States 🇺🇸 on December 29, 2022",
5599,Jocelyn,My dog says “eh”,"I have a picky dog, but he doesn’t really seem to like them. He’ll accept it and carry it off but only eat it as a last resort several hours later if he gets bored and has nothing else to munch. Not gonna bomb them with a 1 star review because the value was great, but snobby dogs might turn them down.",3.0,"Reviewed in the United States 🇺🇸 on February 22, 2023",
5600,B Marshall Maher,The one and only Original Milk-Bones,Perfect for my 2 dogs who love them some Milk-Bones,5.0,"Reviewed in the United States 🇺🇸 on December 24, 2022",
5601,Keliann scott,"big value for your money, it does not come in a plastic fresh feel bad it’s just in a box.","Dogs love the taste, great value for the money. Unfortunately it does not come in a freshness plastic bag and it’s just the box",4.0,"Reviewed in the United States 🇺🇸 on November 23, 2022",
5602,Busybody13,Treat your fur baby,"My fur babies absolutely love Milk-Bone treats and their always begging me for a snack. This wholesome tasty dog biscuit is made with vitamins and minerals-12 to be exact! The biscuits are 2 inches long and has a crunchy texture that helps clean the dog's teeth and helps freshen their breath. That a win-win for me because who wants smelling dog kisses, Not me! Also helps remove plaque and tartar buildup. And my pit bull really loves these things. She gets so excited when we say “treat” and runs right towards the cupboard were we keep them in. She doesn’t usually even like biscuit type treats but she goes crazy for these things. I highly recommend them.....",5.0,"Reviewed in the United States 🇺🇸 on September 22, 2022",
5603,jordan rizkallah,I buy these consistently,"Its very convenient and cheaper than going to the pet store. I am a property manager so I buy these large boxes for the dogs that live in my building. The package comes as is, they dont put it in an amazon box which I like and it is convenient to get that much at a time.",4.0,"Reviewed in the United States 🇺🇸 on October 21, 2022",
5604,astroqueen67,Best Treat Ever!,This is the only treat my 2 Australian Shepherds with sensitive stomachs can eat without getting sick. They LOVE them!!! I can consistently trust this brand to not cause them to eat grass like most everything else  their stomachs don't like. Some treats made them seriously ill for weeks!! The medium size is perfect for them at around 70 lbs each. For over 10 years I have been giving all my dogs plain milk bones and can find them at Walmart for a good price if Amazon is out. They do carry the smaller box occasionally too.,5.0,"Reviewed in the United States 🇺🇸 on October 16, 2022",
5605,Gino Joukar,great treat at an affordable price point,"One of the most affordable dog treats you can get for your dogs, my girls love it",5.0,"Reviewed in the United States 🇺🇸 on December 13, 2022",
5606,Wendy Hardacre,Excellent value and customer service.,My delivery was repeated every two weeks. An excellent value indeed.,5.0,"Reviewed in the United States 🇺🇸 on December 19, 2022",
5607,CRITICAL SHOPPER FROM THE “NORTH STAR STATE”,GREAT TREATS FOR THE DOGS!,GREAT TREATS FOR THE DOGS!,5.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
5608,Amazon Customer,A good buy,These are my dogs favorite treats.  They are always fresh and readily available.  It's a good value for the money.,5.0,"Reviewed in the United States 🇺🇸 on December 9, 2022",
5609,btez,dog likes them,good shipment,5.0,"Reviewed in the United States 🇺🇸 on December 26, 2022",
5610,Karen Coburn,My dogs love milkbone biscuits!,"I like the convenience of my dogs favorite treat, coming to my door.",5.0,"Reviewed in the United States on December 12, 2022",
5611,desertjasmin,These could use a bit more flavor for my dog!,"These are a great crunchy snack, but my dog shows a little interest in them. They are lacking in smell and flavor.",3.0,"Reviewed in the United States on February 28, 2023",
5612,Hilary,A must have,These are a must have in our home. They are literally the only treat our Great Dane will eat. Shes extremely picky and has an extremely sensitive stomach and these help with both of those issues. Don't stop selling these. It's so much easier having these delivered to our home. Our dog knows when they arrive and gets super excited when the box containing them gets brought in.,5.0,"Reviewed in the United States on November 3, 2022",
5613,Valorie Godwin,Dogs love them,Dogs love them,5.0,"Reviewed in the United States on December 24, 2022",
5614,neil yamashiro,Unfresh ordor,"I’ve purchased milk bone from other stores to include Walmart. The order from this purchase smelled rancid, not fresh. Will not buy online again. Will pay more for freshness.",5.0,"Reviewed in the United States on December 3, 2022",
5615,Dara Morrison,Legacy product loved by most dogs,Historic product. Good low calorie reward. Helps a little w teeth. Never met a mutt that did not like these. A little pricy theses days up from $9.49 in 2021 but  no viable solution is available.,4.0,"Reviewed in the United States on October 23, 2022",
5616,Sophia Tiefenthaler,Got them fast,"Got them fast, they are fresh and my dogs love them. Affordable easily",5.0,"Reviewed in the United States on December 15, 2022",
5617,Amazon Customer ,Stella loves these.,"We adopted Stella in Nov. Our Boston Terrier + Chiweenie both needed being put down in Oct. Our Boston Bull had cancer, that we'd known was needed. Our Chiweenie had nasty teeth + breath + needed over  $2,000 was too old to get his oral surgery + @ that age, had him put down also.2 wks later we adopted Stella. 60lbs + a challenge. Her teeth are perfectly white though. She'd spent 11 months in the shelter. She was instantly Mama's little girl @ 6 yrs old. Our 2 put down were very yippy. Stella doesn't make a noise. Only one bark as a warning. She also knows when we order pizza, giving us her one, warning bark. We loveWe didn't know about needed oral care other than give her soft treats + human food.Now we know better, buying expensive grocery store treats + our, human food.Now Stella has the whitest teeth. Besides feeding her Milk Bones + every treat now is good for her.But what really whiteness her teeth was a dog water additive. One capfull per pint of water. We actually found her teeth getting whiter almost immediately. She's spoiled crazy here. Lots of toys, love + treats. She doesn't like other dogs so knew she'd need $3000 fencing ASAP.She loves her new yard + us. We were told no 2nd dog with her. She's great with humans but will bite any other dog.(BAD doggie.)I'm 65 + love her to  pieces. Gr8 for protection + loveThe hubby works nites + we'd had a portrait stolen from our porch. Now instead of a real dog's barking, had our 2 Yippers. At 3am, the thieves actually shined their flash light through our front door @  the 3 of us.They must've been ticked off upon opening the box, finding only a measly pic. of me as a teen showing Dancer, my Tennessee Walking horse.With Stella, I think they would've left w/o my pic. of Dancer + me. Her bark can be intimidating + even our 2 Yippers, didn't make a sound back then. They were scared too.She loves every treat offered to her. I remember eating a Milk Bone when I was 4-5 yrs. We bought Stella the lg sz + she loves EVERYTHING!!",5.0,"Reviewed in the United States on April 11, 2020",
5618,Steve,Good value,As advertised,5.0,"Reviewed in the United States on December 21, 2022",
5619,B. Colonna,Great Basic Dog Treat,"These are the good, old-fashioned milk bone your dog probably ate when you were a kid.  I would limit the dog to no more than 2 of these a day, but in general dogs like them.  The large size is several inches long, so a bigger dog will probably love them, running off with them like they do a real bone to eat somewhere in private or where they are comfortable.The box these ship in is plain cardboard, no plastic packaging inside, so while I've never had a freshness issue, I put them in plastic jars/bags when they arrive.The medium size is also suitable for bigger dogs and can work as more of a treat.  the large size is pretty big.",5.0,"Reviewed in the United States on August 7, 2022",
5620,max,great value!,yummy,5.0,"Reviewed in the United States 🇺🇸 on December 19, 2022",
5621,Toniann,Good Dog Bones,I know these have been around for a while. I don’t think a lot has changed with this product. What I do know is that my dogs still love them.,5.0,"Reviewed in the United States 🇺🇸 on November 30, 2022",
5622,GH,My dog loves it!,My dog really likes it.,5.0,"Reviewed in the United States 🇺🇸 on December 15, 2022",
5623,James R. Spillane Jr.,My dog loves them,My German Shepherd loves them. If I go by the cabinet where the box is she somehow gets there almost instantly. She gives me such a sad face that I give in and give her a couple.,5.0,"Reviewed in the United States 🇺🇸 on November 22, 2022",
5624,Cameronl,Value,My dogs love them,5.0,"Reviewed in the United States 🇺🇸 on December 14, 2022",
5625,marlene,dogd love them,"not the healthiest, neither is my chocolate bar, but they are treats so we use in moderation. There are lots of fancy, pricey treats out there but the dogs love these as much as any of them.",5.0,"Reviewed in the United States 🇺🇸 on November 22, 2022",
5626,Tracey M,Arrived in one piece. Our dog likes bones not crumbs. Thank you,Like not broken bones....,5.0,"Reviewed in the United States 🇺🇸 on December 12, 2022",
5627,Mrs. Campbell,Dog favorite,Dog loves them,5.0,"Reviewed in the United States 🇺🇸 on December 14, 2022",
5628,Eniale Eehgcm,Flavor…I don’t know I’m not a dog,My dogs will do all kinda tricks for these bones so they might taste good,5.0,"Reviewed in the United States 🇺🇸 on December 4, 2022",
5629,George S. Campbell,Great price,Dogs always love a Milkbone.,5.0,"Reviewed in the United States 🇺🇸 on December 9, 2022",
5630,Susan,My dogs are happy pups!!,What a great deal! Huge box of cookies for a low price!!!,5.0,"Reviewed in the United States 🇺🇸 on December 3, 2022",
5631,Jeffrey H.,Bonus’ = Happy dogs!!,With this big box I can treat our 3 German Shepherds each night and not break the bank. It was a quick delivery and a great value.,5.0,"Reviewed in the United States 🇺🇸 on November 23, 2022",
5632,Megan Ortega,These are the best dog treats,"These are the only dog treats I buy. I like them mainly because they easily break in half and they don't smell. I also like that they don't have any artificial flavors added to them.  Just plain and simple, yet tasty for the dogs.",5.0,"Reviewed in the United States 🇺🇸 on October 28, 2022",
5633,Mark B.,stop my automatic order,"I'm cancelling the automatic two month order, never use this much in two months",3.0,"Reviewed in the United States 🇺🇸 on February 16, 2023",
5634,"Raleigh, NC",65lbers favorite,Mixed Husky loves these as treat for behavior. As far as I can tell his teeth remain clean.,4.0,"Reviewed in the United States 🇺🇸 on October 13, 2022",
5635,Working Class,Great value,I like buying large quantities of these because they happen to be my dogs favorite treat . You definitely save money buying the larger package.,5.0,"Reviewed in the United States 🇺🇸 on November 19, 2022",
5636,julie moreland,My dogs jump up and down when box arrives,Well my dogs are picky but they love these,5.0,"Reviewed in the United States 🇺🇸 on December 2, 2022",
5637,Glenn Hargett,A special treat for a large dog,"We normally use smaller treats, but this one is special and Diesel knows it. He takes it and runs off to savor it.",5.0,"Reviewed in the United States 🇺🇸 on November 23, 2022",
5638,Amanda G. ,buying bimonthly,My dog loves treats. milk bones are no different.  She eats all 10 pounds in 2 months.  According to my dog this gets a 5 star,5.0,"Reviewed in the United States 🇺🇸 on November 9, 2022",
5639,Ryan Cupp,Our dogs love them!,We have 3 German Shepherds and they love these treats!,5.0,"Reviewed in the United States 🇺🇸 on November 30, 2022",
5640,Dawn Maynor,My 4 Dogs All-Time Favorite 'Snack Food',"Ohhh- milk bones. What do you put in your products, Milk-Bone?! Because my dogs just can't get enough! I have three malamute mixes and a pitbull. Three of my four dogs are not picky eaters what-so-ever, but one of my dogs is a downright queen when it comes to her food. She needs everything 'just perfect' and will stick her nose up to most foods I try to feed her. Milk bones, though? She'll never turn up her nose to a milk bone! And that's saying a lot- because she rarely eats anything.So what exactly are 'milk bones'? Well, they're a dog treat comprised of mostly grain, some meat by products, and ya- a little bit of milk (which I'm guessing is where they got their name). Do they offer any nutritional value for your dog? Very little. And they're definitely not something that should be a main part of your dog's diet. But as a small daily treat, they're great. Look at them in the same way you'd look at cookies for a human. Are they great? No. But they're totally fine in moderation. These milk bones are shaped just like a bone and come in different sizes and flavors. I all of the sizes and all of the flavors. My dogs love every single on of them, but for this specific purchase I bought the 'Medium' original flavor in the 10 pound box. The box is HUGE and there are a good 200 or so bones inside. Great for multi-dog families!The bones are durable and crunchy. A perfect way to help clean your dogs teeth by removing plaque and debris that make be stuck between teeth near the gums. Hard crunchy snacks act as a natural tooth brush for dogs and milk bones are the perfect crunchy texture to 'scrape away' unwanted remnants left from canned and soft foods. The bones are so hard that they don't break apart in transit. These hold up exceptionally well being shipped and very few (I'd say about 2%) of the bones in my huge box were broken. Almost all of them were in perfect condition.My' picky eater' pup loves these and I use them while training her. My other three dogs also adore these- but aren't quite as picky of eaters so their opinion isn't as quite as meaningful. I'm a huge fan of Milk-Bone. Their products are made in the USA and are always top quality. They're a trusted brand that I continue to return to time and time again- and for good reason. My dogs love these treats. I love these treats. And in terms of 'snacks bars for pets' - milk bones take the cake (pun intended).",5.0,"Reviewed in the United States on June 10, 2016",
5641,Techsan68,Convenient way to keep dog biscuits in stock,"Milk-Bone helps my 13 year old dog keep her teeth clean and her gums healthy, and she loves them.",5.0,"Reviewed in the United States on November 23, 2022",
5642,Kimberly E. Hansen,Great product!! My dog loves them!!,Dog loves these. Staple in our home.,5.0,"Reviewed in the United States on November 29, 2022",
5643,Andrea Rajeski,Really like,My girls love these and never have t worry about being out of stock in the big box store.,5.0,"Reviewed in the United States on November 21, 2022",
5644,Movinon93,He likes ‘em!,"Mike gets a half of a bone after every meal, morning and night.  It’s his dessert.",5.0,"Reviewed in the United States on November 22, 2022",
5645,antonio marin,Bacon bits better,What can I say it’s a dog treat. My doggies didn’t like. Last resort item.,3.0,"Reviewed in the United States on February 4, 2023",
5646,Jordan,Good value for bulk milkbones,Much cheaper than BJs and worth it. No quality difference and dog loves em,5.0,"Reviewed in the United States on November 20, 2022",
5647,The Rabbi Bishop MRBowman,Rip off,Dogs love it!!,4.0,"Reviewed in the United States on October 13, 2022",
5648,Kathijune Bruyere,Bigger than I expected not sealed well,I'm happy with the product and will use half of them for my dog's first birthday party. I just wish that they were sealed better than they are to keep the rats out of the package,4.0,"Reviewed in the United States on August 29, 2022",
5649,J D.,Excellent deal,Dog likes em,5.0,"Reviewed in the United States on December 2, 2022",
5650,Mountspirit,My dog likes these,"My dog likes Milk-Bone Treats, and I like to give them to my dog.",5.0,"Reviewed in the United States on November 19, 2022",VINE VOICE
5651,Tena ,Dog loves them,"I don’t usually buy treats for my dogs since I learned how to make them treats myself. In a pinch i knew I wouldn’t have a chance to bake for awhile and ordered a box of these treats. Well , they love them- there’s nothing great nutrition wise but nothing to hurt them either so I’m happy with them in between times when I bake for my dogs.",5.0,"Reviewed in the United States on September 2, 2022",
5652,PJon,Best Dog Biscuits Period,Not many dogs I have encountered have turned away a Milk Bone. The original seems to be the preference of my Labrador Retrievers. The biscuits are always fresh and last very long. Great value. Definitely recommend buying.,5.0,"Reviewed in the United States on October 9, 2022",
5653,Robert deesy,my dogs give them 2 paws up,"Like my dogs said, ""Woof woof, woof, nom nom nom.""pretty sure that they meant yummies.",5.0,"Reviewed in the United States on November 8, 2022",
5654,kimiko ,Great value,Perfect size for little dogs.I can give them multiple treats per day and not worry about over feeding.,5.0,"Reviewed in the United States on November 5, 2022",
5655,michelle,Great product,Hard to find in store dogs of all sizes love them,5.0,"Reviewed in the United States on November 18, 2022",
5656,Tipperaryman,Good dog bones,"Our little dog loves these!, I give her one in the morning and at lunch. She seems satisfied!. It’s a big box of them and last months too.",4.0,"Reviewed in the United States on August 24, 2022",
5657,Jeff M,The dogs approve,"These meet the dogs high expectations of what a cookie should be. They are impressed how white thir teeth are, and how good their breath is. (personally I still think they have dog breath)",5.0,"Reviewed in the United States on October 9, 2022",
5658,Sal_JB,Good Milk Bones,Well what can I say? I buy these all the time but $15 is too much. Everything else these days is overpriced so what the hay? Dogs like 'em.,5.0,"Reviewed in the United States on October 19, 2022",
5659,Cindy,My dog like this treat,"It is the first time to buy the large biscuit.  My 7 months old golden puppy likes this biscuit.  However, they are much bigger than I thought, so I need to break them into half every time.",4.0,"Reviewed in the United States on August 5, 2022",
5660,GC,Pups love them,I order these all the time for my dogs!,5.0,"Reviewed in the United States 🇺🇸 on November 14, 2022",
5661,Ziggy&Raven,3 out of 4 dogs like them,My dogs love getting a little treat sometimes so I keep the dog bones on hand. Most my dogs like them. Great for a snack when meals are a little late. One of my dogs has an overly sensitive stomach so he doesn't eat them. The other 3 dogs love them.,4.0,"Reviewed in the United States 🇺🇸 on July 21, 2022",
5662,Amazon Customer,Great sized bones,I wish these came in a 5lb version. I only have one dog and these will last a year … he will be a happy dog though;). Great size too… makes my dog actually chew to eat .,5.0,"Reviewed in the United States 🇺🇸 on September 28, 2022",
5663,Jenny T.,"too big,too many","For a medium sized dog these are too big for a treat, one must try to break them in pieces which is difficult. They also appear stale and when give a choice my dog leaves them until the end.",3.0,"Reviewed in the United States 🇺🇸 on December 25, 2022",
5664,steve,Great for pets bad for people,"Dogs love them. So i tryed them, not that tasty.",5.0,"Reviewed in the United States 🇺🇸 on November 11, 2022",
5665,Kathy F.,Dogs favorite,Bought large box and my lab loves them!! Great for his teeth. I put the whole container in a metal tin to keep them fresh.,5.0,"Reviewed in the United States 🇺🇸 on October 20, 2022",
5666,John O'Quin,Can't go wrong,"I don't know what Milk Bone puts in these things, but I've never seen a dog turn one down !",5.0,"Reviewed in the United States 🇺🇸 on October 21, 2022",
5667,Bad Latitude,For work visits,"Buy these for my customers that bring their best friends in. They all prefer meaty bones because of the coating, just couldn't find them when I needed. So no fault of the product of course. My biggest thing is that any dog treats/ cookies are made in the USA.",5.0,"Reviewed in the United States 🇺🇸 on September 4, 2022",
5668,erin heywood,Perfect tiny sizes for my toy Chiweenie,"I have three sizes of furbabies, from 4lb toy Chiweenie 🐶to a Yorkie Mix 🐶 to my 90lb husky🐶. I have bought cases of these Milkbone Mini bones 🦴🦴 since they came out. They are great for training your babies to just a nice treat. My toy Chiweenie has a small mouth and she loves these, I have a giant plastic Milkbone canister I dump all the boxes in. When my babies see me reach fir the canister an shake it🐶🐶🐶 they come running and sit in front of me. They live the regular flavor or the mixed ones. So worth the money for a case of these, put them in an air tight canister and they last longer.",5.0,"Reviewed in the United States 🇺🇸 on June 8, 2022",
5669,Corrie,My dog does not like this flavor,I have a lab who seemingly should prefer a medium or large size treat. But he only likes the small peanut butter flavored ones. I think he would like this size if they came in peanut butter flavor.,3.0,"Reviewed in the United States 🇺🇸 on December 14, 2022",
5670,R. Butler,My dogs love them!,"My dogs love these, will line up and sit patiently. Good quantity for the price.",5.0,"Reviewed in the United States on October 30, 2022",
5671,John,I can only say that my dog loves the flavor -- I've not tried them myself yet.,"I'm not allowed to go to bed at night until my dog gets his large Milk-Bone.  He gets truly excited about them, so he keeps me buying them year after year.",5.0,"Reviewed in the United States on September 28, 2022",
5672,David,Dogs love them,My dogs and my neighbors dogs love these. I believe it's a great buy in today's world. I order a 10 lb box every month.,4.0,"Reviewed in the United States on August 8, 2022",
5673,Greg,Our Zoey loves them.,Great Value!,5.0,"Reviewed in the United States on November 14, 2022",
5674,Stephen Poturalski,dog loves them,dog loves the period........,5.0,"Reviewed in the United States on November 12, 2022",
5675,Rose Gabriel,Please put the dog treats in a plastic bag first before you put it in the box,"It was a lot of treats inside the box but, it should of been in a plastic bag first before put it in the box",4.0,"Reviewed in the United States on July 30, 2022",
5676,Robert W Black,Great,Great,5.0,"Reviewed in the United States on November 17, 2022",
5677,Kelly Graves,Dogs loved them,All good,5.0,"Reviewed in the United States on November 14, 2022",
5678,Amazon Customer,great value,dogs loved this package of treats and i loved the price,5.0,"Reviewed in the United States on October 30, 2022",
5679,jim devorak,pleased with ordering and product,good product for your dog,4.0,"Reviewed in the United States on August 31, 2022",
5680,Gregor VII,"Affordable, low value reward",I saw them in thirds and use them as rewards for large breed dogs. A high value reward would be something like pressed duck. The dogs like them well enough that they are effective without being high in calories.,3.0,"Reviewed in the United States 🇺🇸 on December 12, 2022",
5681,Judy R.,Don’t need anymore dog treats. Cancel any further shipments. Thank you.,Don’t need anymore!,4.0,"Reviewed in the United States 🇺🇸 on September 6, 2022",
5682,Haley White,Very fresh.,"Loved the smell and freshness, effectiveness does not last long.",4.0,"Reviewed in the United States 🇺🇸 on August 20, 2022",
5683,Deb,Dogs like them,These are Milkbones. Dogs like them. How do review dog treats?  They eat them.  They would eat wood chips if I offered them. They are dog treats. They chew them and swallow them and they don't puke them up so I guess they are good.,5.0,"Reviewed in the United States 🇺🇸 on August 28, 2022",
5684,Showbizvet,Milk Bones My Dog Loves Them,"Of course I can't personally comment on the flavor :) , but my dog loves them.As for me, I enjoy getting them delivered to my door, not having to worry about running out (my little guy just wouldn't understand).Price is okay.Overall, good bang (or bark) for the buck.",5.0,"Reviewed in the United States 🇺🇸 on August 18, 2022",
5685,DogBoy,TASTY DOG TREATS,I like to dunk them in my coffee in the morning.  VERY TASTY!But DO NOT OFFER ANY TO YOUR GF!,5.0,"Reviewed in the United States 🇺🇸 on October 7, 2022",
5686,Jeffery Sterman,Good price but expired goods,Love this product and great price but noticed both boxes I ordered had expired dates on the boxes.,4.0,"Reviewed in the United States 🇺🇸 on July 29, 2022",
5687,Careful Shopper,Good Enough For Molly,"Milk Bone dog biscuits are second only to things-she-should-never-eat in Mollie's pantheon of treats.  For some reason we humans can never comprehend, my very  doggy 57 pound, two year old, lab mix, prefers day-old  recently used dog food  as her snack of choice.  Our neighborhood is a cafeteria despite the law. As soon as she is let off leash in Central Park she makes a beeline for the nearest pile as regular as the clockwork.  ""Leave it"" screamed in a rising voice only works after her tasting has started.  At home, I have offered her a selection of Zuke's treats, smelly cheese, freeze dried liver, and sometimes, a lick of the knife I just used to spread peanut butter.  If I hold the treat in one hand and a milk bone in the other, most of the time she ignores the treat and gently takes the Milk Bone.  It doesn't matter if I have broken the Milk Bone and the size is small.  She has no discrimination based on size, just smell.In my Upper West Side neighborhood, here in NYC, the sidewalks are crowded with dogs.  Most, like mine, seem to be rescues, but many are show quality, and we owners congregate in the local dog run and talk about, what else, dogs.Tooth cleaning around here with general anesthesia can push four figures and is a popular procedure with dogs that eat home cooked food, ""raw diet"" diets, gourmet refrigerated pet food etc.  My Molly has been raised on Blue Buffalo dry food in various flavors, and we always have a ten pound box of Milk Bones hands.  When she cleans up her plate, or does a reasonably good job, she is rewarded with a Milk Bone.  They are a wonderful training aid and can be broken in small pieces so you don't overfeed.  The point is that my Molly has shiny white teeth and a sweet breath and has never been fed table scraps or gourmet foods.When using Amazon Prime, the Milk Bone comes in at half the price of buying locally.  Can't beat that.",5.0,"Reviewed in the United States 🇺🇸 on September 19, 2012",
5688,Terry Cantante Aprea,Our dogs love them,Treats for our dogs,5.0,"Reviewed in the United States 🇺🇸 on November 5, 2022",
5689,bird,Dixie liked they,Dixie still likes them. not for my dog . I guess good for small dogs I would have order medium size and break them up for smaller mouths,5.0,"Reviewed in the United States 🇺🇸 on September 21, 2022",
5690,kate butler,Dogs love this!,I don't have pets. I donate to the local animal shelter.They get a lot of big dogs!I've heard they all say Arf Arf delicious!😀,5.0,"Reviewed in the United States 🇺🇸 on September 24, 2022",
5691,Me,Good value,My dog loves these! This is the best value for the amount and price.,5.0,"Reviewed in the United States 🇺🇸 on October 12, 2022",VINE VOICE
