,Name,Title,Body,Stars,Time,Vine Voice
256,Amazon Customer,Great knife set.,Buying items for a second home so wasn’t wanting to spend too much. These knives are a great value and are sharp.##,5.0,"Reviewed in the United States 🇺🇸 on June 3, 2021",
257,momto4sweeties,Extremely sharp and well made!,"High quality knife set. Knives are sturdy, heavy duty and super sharp. I like the look of the wooden holder as well. Very satisfied. These knives are a great addition to our kitchen!##",5.0,"Reviewed in the United States 🇺🇸 on December 26, 2020",
258,Trina,Very good quality for the price,This is a nice knife block for the price. The knives are sharp and easy to clean##,5.0,"Reviewed in the United States 🇺🇸 on August 3, 2021",
259,M.O.V.,Sharp!,They look great are very useful and the variety of blade is perfect. I also love having the scissors handy##,5.0,"Reviewed in the United States 🇺🇸 on June 27, 2021",
260,Sandyracer,A great value for the price.,Really pleased with the value for the price. Knives are quite sharp! The block had a couple edges that could cause a splinter. I smoothed them out. May stain it darker at some point.##,5.0,"Reviewed in the United States 🇺🇸 on January 4, 2021",
261,Mommynator,BASIC,"These are BASIC knives. If you are starting out this is a great value. They are not gonna last years but with proper care maybe a year to 3. But a good starting point. The handles are small. Like my hands are small and normally I can’t find knives that aren’t too big for my hands, and these are too small. The do cut very well although a far cry from “big name” knives.##",3.0,"Reviewed in the United States 🇺🇸 on May 5, 2020",
262,Charlie Furister ,They are very sharp knives.,Careful when using this product these knives are very sharp. I this as a Christmas gift for someone. They liked these knives. I was worried when I bought them. Thinking that they were just going to be of low quality. But instead I was rather pleased by them and so was the one that I bought this knife set for.##,5.0,"Reviewed in the United States 🇺🇸 on January 19, 2020",
263,Joanna K.,This is a great knife set,"This is a great knife set. I've had it about a month now and I'm quite pleased. I've followed the instructions to only hand wash, and have not had any issues with rusting or anything. My ONLY complaint is that one of the little rubber 'feet' pieces came off right out of the box, and it will not stay on! I'm going to have to super glue it in place so the knife block will stand level without losing the little foot piece. Hopefully this isn't a common issue which is why I didn't dock any stars. A small inconvenience, but it happens. Amazon did a great job with this product!##",5.0,"Reviewed in the United States 🇺🇸 on July 25, 2015",
264,Abby Howarton,Fathers Day Gift,I got this as a gift for my father in law and he loves it. Great quality!!##,5.0,"Reviewed in the United States 🇺🇸 on July 21, 2021",
265,Kindle Customer,Great maneuverability,This product is great ! I love the weighted handles for easy cutting##,4.0,"Reviewed in the United States 🇺🇸 on September 15, 2020",
266,KD,Just ok.,Not a bad starter set if you can't afford good knives. I recently moved into my own apartment leaving behind the Henkle knives I'm used to working with so I am used to higher quality knives.I've been using the Amazon knives for a little over a month now and I have 2 complaints.1. The kitchen shears provided are a disappointment. They are difficult to put together/take a part and just feel low quality.2. The knives need sharpened frequently.Overall these knives or just ok if you are used to quality knives. If you are used to using super cheap knives these will be an upgrade.##,3.0,"Reviewed in the United States 🇺🇸 on July 8, 2018",
267,Jason,Decent but not outstanding knives,"These are decent but not outstanding knives, they are higher quality than most department store brands but not so expensive a meltdown is warranted over a family member putting them in the dish washer.  I'm still going to buy a set of Wusthof classic knives but since my family doesn't comprehend the meaning of ""hand wish only"" they be relegated to using these.##",4.0,"Reviewed in the United States 🇺🇸 on November 17, 2017",
268,Charles,Good for the price,The knives will have rust within a few months of usage.##,4.0,"Reviewed in the United States 🇺🇸 on September 28, 2020",
269,Dwight L. Davis,OK product and good value for the money,The chefs and larger knives are fine.  The steak and paring knives leave much to be desired in the way they handle and cut.  Knife block ok but a greater slant would allow them to be put back further on the kitchen counter and be able to take the knives in and out without bumping into the overhead cabinet.  All and all an uninspiring set but fit for use.##,3.0,"Reviewed in the United States 🇺🇸 on June 2, 2020",
270,Charles,Economy grade but worth it,The holes will likely arrive with saw dust still in every one of them. A can of compressed air fixed that right up. Knives are sharp enough although not blisteringly so. Handles are economy grade but simple and feel sturdy. Used for about 2 weeks now with no issue##,4.0,"Reviewed in the United States 🇺🇸 on April 21, 2019",
271,J.F.,5 stars!!!,"Got these as a Christmas present for my wife and we both love these. Pretty sharp, durable, easy to clean. Worth the purchase!##",5.0,"Reviewed in the United States 🇺🇸 on April 18, 2021",
272,EGS,Good basic set,"It’s a good basic set to use while you phase in higher end quality cutlery. Some of the knives were dull on arrival, but it’s an easy five minute fix. Definitely worth the money.##",4.0,"Reviewed in the United States 🇺🇸 on January 6, 2020",
273,K.W.,Knives ok. Scissors hurt!,"The knives work fine. The most advanced cutting I'm doing is of the peanut butter sandwich kind so no problems there. The scissors though - did they make those for human hands? The handles are so small they hurt to use them. Otherwise, his is a good deal. The scissors though are almost unusable because of the handle size - and I am a small lady. I'm the size of a middle schooler. No way a full grown man could use them.##",4.0,"Reviewed in the United States 🇺🇸 on January 17, 2016",
274,Gael,Great Set for the Price,"This set is great! The knifes are good quality and sharp. Personally the 6 steak knifes shouldn't really be apart of this set, but nevertheless they are all worth buying if you are in the market for knifes that get the job done well but don't want to spend a lot.##",4.0,"Reviewed in the United States 🇺🇸 on January 16, 2019",
275,Kindle Customer,merry x-mas,got what was expected##,3.0,"Reviewed in the United States 🇺🇸 on December 16, 2021",
276,raymond soliz,Great knife set for $50,"These knifes are a little heavier than other cheaper knives because they’re solid, tough, sharp, and easy to clean. The best knife set for $50 bucks. I’m not a chef my wife and I cook during the week for our family. We have gone through two brands of knifes before buying these. The other two brands broke after a year of use. I highly recommend them for family’s or as a gift##",5.0,"Reviewed in the United States 🇺🇸 on June 4, 2019",
277,bb,Very good,We really like these knives.##,5.0,"Reviewed in the United States 🇺🇸 on November 23, 2021",
278,David D.,Nice and sharp,"Nice and sharp right out of the box. Just used to slice a smoked brisket, and they worked magic.Excellent value in a kitchen knife set, in a handsome wood box.##",5.0,"Reviewed in the United States 🇺🇸 on December 24, 2020",
279,Thomas Medlin,Very sharp,"Day six, cut part if my finger off, very clean, excellent value for money, they go with my kitchen extremely well, well made. I am just clumsy. 10/10 would recommend this set.##",5.0,"Reviewed in the United States 🇺🇸 on January 15, 2021",
280,Shawn Stephens,Knives: the perfect gift as long as the person doesn't want to stab you.,"This is a great knife set.  I bought this for my wife for Christmas, and she really likes them (as do I).  It's high quality and the knives have a good heft to them.  In the past with my prior cheap-o knives, I would have a hard time cutting through a large sweet potato without a lot of effort.  With these knives, you hardly give it a second thought.  And the price of this knife set is really reasonable.  Just remember to wash them by hand and NOT in the dishwasher which will dull the edge.##",5.0,"Reviewed in the United States 🇺🇸 on May 2, 2016",
281,Timothy J. Lucas,"Knive are great, had some problems with the knife block","We really like these knives. They cut well, seem very sturdy, and we've been able to easily keep them sharp. The only problem I've had is the front part of he the knife block (the steak knife holding section, you can see it's shorter than the rest of the block) came completely unglued. I was able to glue it back in place with some wood glue, and it has held up, but I figure it will come off again eventually.##",4.0,"Reviewed in the United States 🇺🇸 on January 17, 2016",
282,T. Mcintyre,Bought a second set!,"I wanted a nice set without breaking my bank. These knives look good, they’re sharp. My roomie asked about the price, and liked them so well that we ordered a second set.I am able to slice paper-thin cuts of meat, effortlessly. This product makes me happy.##",5.0,"Reviewed in the United States 🇺🇸 on May 29, 2020",
283,Ilona,Very happy!,"These are exactly what I wanted. I was very happy to find the block was nice and thin, fitting perfectly in the spot for them.They were very well wrapped and in perfect condition.##",5.0,"Reviewed in the United States 🇺🇸 on October 27, 2020",
284,Monique,Blades dull easily,This knife set is fine for now.. I'll have to get a better one soon. My husband used one of the knives to cut something open and after that one time it's dull. I probably should return this item. Knives shouldn't dull like that. Disappointed##,3.0,"Reviewed in the United States 🇺🇸 on January 26, 2021",
285,Chris,Great quality for the price! I'm no pro!,"I'm not a professional chef but I certainly pretend to be one when I'm cooking! And what does a pretend chef need but pretend chef knives! These work great, I don't cut lightning fast so I don't need something that will cut my fingers off anyways. I am a steady as it goes kind of chef who enjoys experimenting with ingredients. Needless to say these fit the billPros-Lots of different knives for every occasion-The knives are quite sharp-Very good quality for the priceCons-Wood block is a little cheap-o but no big deal##",5.0,"Reviewed in the United States 🇺🇸 on May 28, 2016",
286,Jon V,Great value knives,Love these knives! Put any other name on them and they would cost you easily $100 more. Easily cut through raw potatoes and straight through fish with skin on.##,5.0,"Reviewed in the United States 🇺🇸 on January 12, 2021",
287,Craig 59,Great knife set,This is a great set of knives for a fantastic price. Great weight and well balanced. I really enjoy using this set##,5.0,"Reviewed in the United States 🇺🇸 on April 8, 2021",
288,Ray Olatubi,Good Quality  for the price,Great quality for the price.  It's a bonus that a sharpener is part of the set.  Definitely a great housewarming gift!##,5.0,"Reviewed in the United States 🇺🇸 on March 18, 2021",
289,Amazon Customer,Perfect Gift,I bought these for my daughter’s new apartment and she loves them! She said they work great and are definitely an amazing new set to her kitchen!!##,5.0,"Reviewed in the United States 🇺🇸 on January 28, 2021",
290,Amazon Customer,If you're looking for a good knife set and happen to see this one in ...,"They work well. That's really all I have to say. You do have to sharpen them often if you want to keep them well, and maybe that's standard with knives of this price range. I haven't used particularly expensive knives on a regular basis, so I'm not sure how long those last before they need to be sharpened again.If you're looking for a good knife set and happen to see this one in your price range, go for it. This is not an outrageous deal though because I don't think the knives are any better than the KitchenAid ones I owned before. Again, if you sharpen them quite often then yes, they're sharp. But couldn't you do that with any other decent knife set too?##",3.0,"Reviewed in the United States 🇺🇸 on December 8, 2015",
291,Krystal Stollenwerk,Split block,"I didn't even get a chance to try the knives yet because the block has a huge split down the side.  I know the block does not effect the function of the knives, but if this block is going to be sitting on my counter for all to see, I don't want it to be damaged! I will be sending it back for a replacement. Fingers crossed.##",3.0,"Reviewed in the United States 🇺🇸 on May 25, 2020",
292,Joshua Griggs,Great set for the cost,"Sharp Blades, Great price. Will continue to watch for durability but so far worth it.##",5.0,"Reviewed in the United States 🇺🇸 on July 12, 2021",
293,Paula S,Great but not dishwasher safe,"Great knife set, has everything you need and includes a set of steak knives. However these are not dishwasher safe!  Base is just wood and is nothing amazing but it works and looks good.##",4.0,"Reviewed in the United States 🇺🇸 on November 4, 2019",
294,Stefan Strait,Nice quality knives,"I like these knives. They are sharp, sit well in your hand and are well balanced, are hefty and feel like a quality blade. My only dissappointment was not receiving all of the knives in the set, but I was desperate for knives and didn't send it back for a replacement. Should have, just didn't. Don't know if it was a return or what that wasn't checked, so that was dissappointing, but the knives themselves are great.##",4.0,"Reviewed in the United States 🇺🇸 on March 2, 2016",
295,Phx85021,Loses sharpness fast,"I bought these to replace my old set that had wooden handles  which became warped.  I use the paring knife most often, but it will not hold an edge.  I have a sharpening kit which I used on the old set, and they kept sharp as expected.  But even after sharpening these knives (particularly the paring knife) I couldn't  easily slice a tomato without first puncturing the tomato where I wanted to slice it.  I still have my old set, and they stay sharp much longer, and slice tomatoes like a knife through butter.I'm a little disappointed.##",3.0,"Reviewed in the United States on February 7, 2019",
296,Jill Stein,GREAT BUY!!!,Ive been using this for months and it is awesome. It lasts in the microwave and the dishwasher. GREAT BUY!!!##,5.0,"Reviewed in the United States on April 15, 2021",
297,100watts,"Very smart looking, nice quality and great feel in the hand.","We love these. They are heavy and so far have sliced and chopped like a champ! Do not mind the hand washing at all-not an issue. Other reviews stated the block was not angled but,  it is nicely angled and makes for a nice look in our kitchen. Very happy with this purchase and even happier with the price. I anticipate that they will hold up well with proper care. Great purchase !!!##",5.0,"Reviewed in the United States on December 25, 2018",
298,IRN,Does the job,Great product for the price. Knives are all sharp and functional.##,5.0,"Reviewed in the United States on September 8, 2021",
299,Pen Name,Perfect for College,Exactly what I would expect for a $24 knife set. These aren't the best knives in the world but the quality is fantastic for this price point. These are solid full-tang knives in a solid wood block so you never have to worry about them falling apart. These are great for my college house with 5 guys who don't always take the best care of kitchen appliances. They get the job done-- and at this price I won't have a heart attack if somebody leaves one in the sink or puts it in the dish washer (which is definitely not recommended)##,5.0,"Reviewed in the United States on March 30, 2016",
300,JanaLee,Awesome set of knives!!!,"I am very particular and picky about the knives I use in my kitchen. I was raised in a house where my Mom only used Cutco Knives. I've bought all sorts of knives through the year and this set is BY FAR THE BEST! I am so happy with this purchase and am telling all my friends and family about them. They are comfortable to use, have great weight balance on them and are very sharp and get the job done so well.##",5.0,"Reviewed in the United States on January 3, 2018",
301,Michael D. Carpenter,Good price for okay knives.,"I’ve come to expect excellence in “Amazon Basics,” because the cables always seemed good.  But the name isn’t “Amazon Premium,” it's “Amazon Basics.”  These are not premium knives. As an earlier reviewer said, they ARE balanced, but they are lighter than premium knives, because they are thinner than premium knives. The chef's knife in my old set of Calphalon knives weighs 300 grams (after countless paper wheel sharpening / lightening sessions over many years), while the chef's knife in this new set is 225 grams- that's 25% lighter.  The chef knife's spine is obviously, visibly thinner in this new set.  This deal represents decent price for okay knives.##",3.0,"Reviewed in the United States on October 20, 2017",
302,Nathan Cusick,Yes Amazon Makes Knives....Oh and They're Awesome!,"So I'm looking for an Android charger from Amazonbasics and I come across these knifes in my search.  Immediate thought, ""Geez Amazon makes everything.  But knifes?  I don't know about that.""  We needed new ones so with them only being around $20, what's there to lose?  Well nothing because Amazon nailed it again.  Seriously Amazonbasics is turning into the next Kirkland brand.  These guys are very sharp and have not lost their sharpness yet after several months and lots of usage.  I know it is weird buying Amazon knifes but trust me, such a bargain deal and quality product.##",5.0,"Reviewed in the United States on June 7, 2015",
303,Ashley Hughes,Already Rusting!,"I have been using these knives a little over three weeks and a few are already rusting, despite being hand washed. Now I can't get a refund on them as I purchased them in July in anticipation of a move - the window has closed. Thanks Amazon. Not sure I will be buying many Amazon Basics products in the future - now I'm also wondering why the reviews are so good for these knives.##",1.0,"Reviewed in the United States on September 17, 2022",
304,PJ,Attractive,Really like this product. Value for the money is very good.##,5.0,"Reviewed in the United States on September 11, 2021",
305,Bea,Great present for my dad,"I got these as a Christmas present for my step dad. He enjoys them and uses them! They are sharp and comparable to more expensive alternatives.However, I give 4 instead of 5 stars because the wood block arrived with some loose shavings that could splinter someone who hadn’t seen them first. It also had some scuff marks as if it were handled roughly.##",4.0,"Reviewed in the United States 🇺🇸 on January 20, 2018",
306,review09,"Not bad, but you quickly find out why it's so cheap","This is a decent knife set as far as quantity for the price, but you quickly find out why the knives are so inexpensive. I have noticed in my 3-4 months of using this set that the knives lose sharpness extremely quickly, even with frequent sharpening and not washing in the dishwasher. I've also noticed spots of discoloration on the metal, despite them being advertised as stainless steel. It's not really rusting, but it's definitely discoloration and staining of the metal.I thank Amazon for making a cheaper knife set available to us, but I think next time I will just spend the money and buy a decent one that is better quality.##",3.0,"Reviewed in the United States 🇺🇸 on June 5, 2016",
307,Donte Mills,Great size and cutting,I like the compact size of this knife box and how exceptional the knives cut##,5.0,"Reviewed in the United States 🇺🇸 on June 29, 2021",
308,K. Ofarrell,Surprisingly sharp!,I was so surprised to see how awesome these knives work.  They are super sharp and work well.##,5.0,"Reviewed in the United States 🇺🇸 on April 14, 2021",
309,Ceej,Quite impressed,"These knives are much higher quality than I expected.I've bought expensive knives, I've bought cheap knives. These turned out to be much better quality than I expected for the price!They are sharp, the weight of each knife feels good and sturdy, the set is nicely varied, and the block looks great on my counter. I really appreciate that they put the Amazon logo on the back, I'm not a fan of items that are covered in logos and branded very heavily.##",5.0,"Reviewed in the United States 🇺🇸 on September 17, 2017",
310,Josh,Good Knives,"Great knives at a decent price. They were nice and sharp upon delivery and look nice. I don’t use the sharpening tool it come with and prefer a separate device, I switched a while back for all my knives so this isn’t bad mark on these just can’t include it in my review.##",5.0,"Reviewed in the United States 🇺🇸 on January 23, 2020",
311,Rusher,Good Basic Set of Knives,For the money they are great - We needed a set for our camper and didn't want to spend a bunch.  This set does the trick - they are not high end knifes but at the price point they work just fine!##,4.0,"Reviewed in the United States 🇺🇸 on July 23, 2019",
312,Dave Henderson,great knives,great knives.  very sharp and good quality.  the edge is holding up well.  wife cut herself a few times so had to get used to handling them with more care...  can't beat this product for the price.the block had a small crack in the back or I would have given a 5 Star.  no big deal to me when I got htem for $40..thanks amazon##,4.0,"Reviewed in the United States 🇺🇸 on April 15, 2016",
313,Alexandria Davalos,Love these knives,"I love this knife set! It comes with a ton of knives for a great price! It isn’t the fanciest or most well built, for the price it’s a great beginner knife set. The knives do say “hand wash only” though which is why I knocked off a star for “easy to clean”. Everything in my house goes in the dishwasher.##",5.0,"Reviewed in the United States 🇺🇸 on November 17, 2019",
314,Gregory B,Needs much vertical clearance to remove knives from block straight up.,"I've had the set for about 2 weeks and only used 3 of the knives. First thing I noticed is that the block is configured such that the knives must be pulled nearly straight up to remove them from the block. Therefore, I can't keep I on the counter underneath the cabinet, next to my other knife set, toaster, etc. It now takes up working space.  For this reason it can't get 5 stars, in my book, even accounting for the crazy-low (Made in China) price.##",4.0,"Reviewed in the United States 🇺🇸 on May 14, 2015",
315,E. E. Andersen,"Nice price, good variety of blades",I needed a set with steak knives; these fit the bill.##,5.0,"Reviewed in the United States on June 30, 2021",
316,Fonzie,"... set of butcher block knives and these are of excellent quality, especially if you consider the price","We needed a new set of butcher block knives and these are of excellent quality, especially if you consider the price...My wife complained that our old set of knives were ""tore up and dull, and a dull set of knives are dangerous"". i guess she was hinting that it was time for a replacement. Now she mentions that these new knives are so sharp that she's nicked her finger a time or two. A nice problem to have IMO.##",5.0,"Reviewed in the United States on February 9, 2018",
317,Marisa T,Good basic knife set,"Good basic set of knifes. The block itself takes up minimal counter space making it great for small kitchens. Everything has its own place on the block. The only downside is the block is an unfinished wood, which I think can easily absorb water if the counter is wet or the knifes are returned to the block while still wet.##",4.0,"Reviewed in the United States on October 2, 2017",
318,Amazon Kunde,Contenta,Eso producto es asi como lo quiero yo lo usar eso y tambien el servicio de mandar es bien##,5.0,"Reviewed in the United States on March 28, 2021",
319,Kierra Pinder,Great quality,So far so good. I’ve had the knives set since December it still hasn’t rusted or anything. I literally cook and wash dishes every single day and they’re still in good shape. Every knife has come in handy with the things I do in the kitchen.##,5.0,"Reviewed in the United States on April 30, 2020",
320,Amazon Customer,Would buy again!,I'm not a professional chef.  Just a mom who's cooked for her family for over 40 years.  Needed a good knife set for a reasonable price and this one fit the bill.  Knives are durable and sharp.  Block is basic yet attractive.We mostly wash by hand but they have ended up in the dishwasher from time to time and still maintain their edge.##,5.0,"Reviewed in the United States on April 30, 2019",
321,Christine,Meh -- not very good and makes the 5 star reviews on this product questionable.,"Meh.  I'm no professional chef, but I like good knives. I don't usually buy knife sets and buy individually.  I'll be away from home for a few months and bought this for my apartment.  The knives don't stay sharp (even when I hone them between uses), the steel is cheap and the handles are not weighted well.  Overall, I'm not impressed.  That being said, they were less than $75 and I wasn't expecting Global or Shun knives.  I did get what I paid for -- but now I certainly don't believe some of the reviews I read that influenced me to buy these knives.##",3.0,"Reviewed in the United States on December 18, 2016",
322,J. Rice,We've been very pleased with this set - both in variety and quality,"I needed a new set of knives, but didn't want to break the bank - especially after reading the non-stellar reviews of sets that would set me back hundreds of dollars.We've been very pleased with this set - both in variety and quality. There's a knife for every need (and the scissors is great, too) and the quality is fabulous! We do hand wash our knives, but don't necessarily dry them immediately, yet have had no issues with rust like I read in some of the reviews of more expensive brands.I would highly recommend these knives.##",5.0,"Reviewed in the United States on November 20, 2015",
323,Cristina Dos Santos,Good set of knives!,You get exactly what you pay for. No complaints. Fine set of knives for simple basic kitchen use.##,4.0,"Reviewed in the United States on May 9, 2020",
324,Tom,We love these knives,"We love these knives! The fact that the steak knives are serrated is one of the reasons we purchased them. A set we had in the past was just a straight edge that grew dull over time. These are so much better. As an added note, my parents came over for dinner one night and asked what brand they were. After I told them, they couldn't believe Amazon made such a thing. I found out that they wound up purchasing a set for themselves and donating their Chicago Cutlery set to Goodwill later that week. I recommend these to anyone!##",5.0,"Reviewed in the United States on January 5, 2016",
325,Linda,Amazon Basics Knife Set,"Purchased a set of these for my daughter for Christmas.  Wanted just a mid-range set of knives to replace the ones that she had, had for a long time.  They are a bit flimsy but for everyday use, they work just fine.##",4.0,"Reviewed in the United States 🇺🇸 on January 23, 2019",
326,Patrick,Good for what you pay.,You get what you pay for. They are decent starter knives. Definitely not anything special. Be prepared to sharpen them everytime if you dont already.##,4.0,"Reviewed in the United States 🇺🇸 on February 13, 2020",
327,Desert Hiker,Good basic knife set,"I've had this set for about 6 months and use it 3-4 times a week. It is a good basic knife set with proper care, meaning handwashing the knives and dehoning the chef's knife before use. You should also buy a basic knife sharpener and plan to sharpen the knives every 4-6 months. Based on the price, this is an excellent budget buy for the occasional home chef.##",5.0,"Reviewed in the United States 🇺🇸 on March 1, 2019",
328,Amazon Customer,Worth far more than the selling price!,"I love everything about these knives. Heavy ,yet easy to handle. Sharp so keep away from children (even the little chefs in the making).The only reviews worth reading are the ones that paint a positive picture. Also I would recommend washing and completely drying (using a paper towel or cloth) after every use.##",5.0,"Reviewed in the United States 🇺🇸 on January 20, 2020",
329,TEE,Good quality knives,"Bought these for a gift to my chef daughter.  These are very good quality knives for the price...or for that matter a higher price.  I checked the edge on each, and they are all sharp.  The handles are fixed and finished well.  The blade thickness is good enough.  My only suggestion would be that a burnishing steel  be included rather than the sharpening steel, but none of the sets I looked at offered that option.##",5.0,"Reviewed in the United States 🇺🇸 on December 6, 2017",
330,Darlene Martin,Get the set if you need some.,I have the same set so I sent my daughter the set and see loves them as much as I do.##,5.0,"Reviewed in the United States 🇺🇸 on March 6, 2021",
331,Elena K.,Great value!,"Good knives.  Buy a better sharpening steel (the one in the set stinks).They need to be sharpened and I did so used a steel my son bought earlier.  They were razor sharp when I finished and hold an edge pretty well.The handles are a bit square but, not uncomfortable.##",4.0,"Reviewed in the United States 🇺🇸 on February 1, 2018",
332,Michael G.,Quality for a great price!,"Great handle, very sharp, strong, and durable.The block could be better, but that's the least of my worriesIt only remains to be seen how long they stay sharp, but for the time being I'm enjoying cutting paper-thin tomatoes##",5.0,"Reviewed in the United States 🇺🇸 on July 10, 2020",
333,Charles J. Humes,Excellent product  greatly exceeded my expectation,Very impressed with the quality. Had been looking at knife sets for about a month and was looking at paying around $300 for a small setI read the reviews in these and took a chance expecting I would be returning them as soon as they arrived. Was I wrong.  Very good quality and construction. I was blown away by them and at the price. The only downside is they are not dishwasher safe. But then again neither is any real quality knife I have found.  Amazing product and amazing price##,5.0,"Reviewed in the United States 🇺🇸 on August 14, 2016",
334,ROSEBUD,SHARP & COMPACT,This set has very nice knives (blades and handles)  The block is a nice light color and is compact not taking up a lot of space on counter.  Very sleek and modern looking.##,5.0,"Reviewed in the United States 🇺🇸 on August 29, 2020",
335,Rebecca,Worth every penny,Very good knives. Good value for money. Had them for several months and they are still amazing.##,5.0,"Reviewed in the United States 🇺🇸 on April 25, 2021",
336,ryan trump,Best knives on Amazon,Absolutely love these. For the price they are so well made! Sharp right out of the box. Extremely impressed!!!##,5.0,"Reviewed in the United States 🇺🇸 on March 25, 2021",
337,Amanda,Read carefully. Steak knives galore.,"Didn't realize it had so many steak knives.  Why in the world would I need that many? I was kind of hoping for some small pearing knives, or at least a few more that aren't serrated... I thought for sure they would naturally come with the kit.  Nope.  I guess I should've read the description a little better, but is it not common sense to include this in a knife block?##",3.0,"Reviewed in the United States 🇺🇸 on February 10, 2020",
338,Allan Fernandez,Sharp Gift 🎁,Brought for my son when he moved out.  He was happy with the sharpness.  A good price .##,5.0,"Reviewed in the United States 🇺🇸 on February 27, 2021",
339,Travis Human,Amazon Basics Rocks!,The Amazon Basics 14-Piece Knife set is awesome. The knives and scissors are sharp and the pine block holds the cutlery well.##,5.0,"Reviewed in the United States 🇺🇸 on January 31, 2021",
340,Jenny,"Sharp, well-balanced, heavy duty for a great price","This Amazon basic knife block is unbeatable in price and quality. I absolutely love mine. They are all incredibly sharp, heavy duty, well balanced, and the block itself is the perfect counter size. I will recommend this product to any and all that ask, seriously, it's the favorite addition to my kitchen this year.##",5.0,"Reviewed in the United States 🇺🇸 on January 5, 2020",
341,Patrick,Great for the money,I have a $500 set of knives at home and got this for an apartment out of town. These exceeded my expectations for the price.##,5.0,"Reviewed in the United States 🇺🇸 on December 3, 2020",
342,Dave,Good inexpensive knives,Bought these for my college kid because he told me he was using scissors to cut up chicken!!!  I was looking for a set that was inexpensive but would still do the job for his basic cooking skills.  He loves them and last night he cut his finger while washing them so they are sharp!!  Good purchase.##,5.0,"Reviewed in the United States 🇺🇸 on November 7, 2019",
343,"Mike Winemiller - Retired CEO, Community Supporter",Great buy.  If you need good knives get these.,Very surprised for sturdiness and sharpness given the cost.  I have a high end knife set at my home and bought these for my second house.  I think they are better.##,5.0,"Reviewed in the United States 🇺🇸 on September 21, 2020",
344,David Russell,Fantastic except for steak knives (they're garbage),"Love this set.  Great design.  Solid feel.  My only complaint and reason for 3 stars instead of 5 stars is the poor design of the 8 matching steak knives.  They have a serrated edge that just messes up meat than cut it.  I've tried pressing down less and different types of meat.  It's absolutely awful.  What a waste!  Considering taking the knives to a shop to see if they can be grinded down.  PLEASE FIX, AMAZON!##",3.0,"Reviewed in the United States 🇺🇸 on October 20, 2019",
345,GB,Updated - quality not as good as I'd originally thought,"My wife had wanted a good knife set for a while and was a bit dubious when I purchased this set. I'd seen all the positive reviews and thought I'd risk it. She's been really happy with them so far (after months of use) - so if you aren't overly concerned about having a name-brand on your knife set and just want a good set of knives for a reasonable price, this is a good option.UPDATE: After 3 years of use, I have to say that I'm not as impressed with this knife set. We've tried to maintain them, always washed by had rather than in a dishwasher, but they don't stay as sharp as older knives that we own. And there's some rust starting to show. Recently, one of them dropped onto the (tile) floor and snapped. Not sure that such products should be so brittle...If you're OK with buying new knives every few years, then these may be OK for you. But if you'd rather be part of a less throwaway society, these may not stand the test of time.##",2.0,"Reviewed in the United States 🇺🇸 on May 11, 2016",
346,Robbie,I loved the set. Just I needed.,This set is well worth the money and would be great as a gift.##,5.0,"Reviewed in the United States 🇺🇸 on June 13, 2021",
347,Paul R. Chitoiu,People don't understand how knives work,"I don't care if your kives cost $1000. If you put them in the dishwasher, they will eventually rust. I have owned the AmazonBasic knife set for more than a year now and they still cut perfectly. I have sharpened them twice with the included sharpener and both times they have been restored to initial sharpness. But most importantly, I always hand wash them. Don't let yourself be fooled by $200+ knife sets. Unless you're a professional cook, you don't need it.##",5.0,"Reviewed in the United States 🇺🇸 on July 31, 2017",
348,JV,We are pretty happy. we don't cook much but they get ...,Cant beat it for the price.  I'm no chef.  I just got married.  this is my wife and I first knife set.  We are pretty happy.  we don't cook much but they get used maybe 3-4 times a week.  I've had them for about six months and I just ordered a knife sharpener because the knife we use the most went a little dull.  I bough an electric sharpener and it made it good as knew for us.##,5.0,"Reviewed in the United States 🇺🇸 on March 18, 2017",
349,Jessica Hewitt,Decent,I got this when I moved out. It's the best deal for people who need a knife set on the budget.##,5.0,"Reviewed in the United States 🇺🇸 on January 24, 2021",
350,Amazon Customer,Good quality,Product arrived in a timely manner perfectly sharp and un-damaged. Would recommend!##,5.0,"Reviewed in the United States 🇺🇸 on July 5, 2021",
351,Krist Starnes,Hopefully can sharpen so it’s usable.,"They are not sharp. At all. I used a good handheld sharpener and still didn’t help. Going to have to really sit and sharpen them. If sharp, I think they’re fine for the price. Price means nothing if it isn’t usable. If you’re going to sell something, at least make the product functional- ie sharp enough to use. Otherwise it’s an over priced decoration.##",3.0,"Reviewed in the United States 🇺🇸 on April 6, 2020",
352,Nana P,NOT DISHWASHER SAFE,"Its a nice set, decent quality for the price. however these are not dishwasher safe##",4.0,"Reviewed in the United States 🇺🇸 on May 4, 2020",
353,Amazon Customer,Solid Knife Set,"I was looking for a cheaper knife set that is solidly built and to work decently. Middle of the road kind of deal. And that's exactly what I got with these! They're good quality for the price and simple designed, overall a good knife set.##",4.0,"Reviewed in the United States 🇺🇸 on November 6, 2018",
354,M. Booth,Great set,"Any outstanding knife set.  Good “heft”, great balance and they arrived wicked sharp.  The Steak Knife set alone is worth the price of the whole set.The only negative is the handles are very smooth and have no “Grip”.  While not a problem using them, I have had an occasion where reaching for a knife from the block, the knife slipped out of my hand.Otherwise, I would definitely purchase again. I purchased the 18 piece set with the steak knives.##",5.0,"Reviewed in the United States 🇺🇸 on October 16, 2016",
